	gall_1	non_1	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN24063_c0_g2	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN24997_c3_g3	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25200_c0_g5	7	2	gall	non	2.35212363121608	0.764431614451577	0.08447204968944098	0.154727494458257
TRINITY_DN71504_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN6817_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN24786_c0_g4	65	377	gall	non	-1.9041745725634098	5.67263615653867	0.00645692409075587	0.0360447913514497
TRINITY_DN24730_c0_g4	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN12404_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN62530_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN12414_c0_g1	5	4	gall	non	0.926484583057167	0.7404982870242142	0.5855072463768121	0.6834571921087921
TRINITY_DN60873_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN26224_c2_g1	109	0	gall	non	10.1187734587589	4.10811319938317	1.2879816932620799e-10	1.67158995512875e-08
TRINITY_DN53966_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25294_c2_g2	0	70	gall	non	-8.85141762041442	3.0758898854693104	1.9355770192473302e-07	8.52431336302039e-06
TRINITY_DN12659_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN19153_c0_g1	0	18	gall	non	-6.901054758034969	1.41075825963305	0.00140897293288839	0.0124689987049965
TRINITY_DN62569_c0_g1	4	3	gall	non	1.00903383728481	0.49749732468050106	0.5217391304347829	0.621804315233688
TRINITY_DN68166_c0_g1	10	6	gall	non	1.3452711484332298	1.38381030694527	0.283652797257285	0.37124993432459397
TRINITY_DN64213_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN43356_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN36120_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN23631_c0_g1	4	103	gall	non	-4.02338040060348	3.65149626919922	2.0440255139193102e-05	0.00041239771107926497
TRINITY_DN32856_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN45334_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN7311_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25306_c2_g1	6	3	gall	non	1.58243600708177	0.7524395468676109	0.266666666666667	0.37124993432459397
TRINITY_DN8035_c0_g1	0	11	gall	non	-6.19822266274449	0.8805928161360429	0.0140786749482402	0.0656007660212769
TRINITY_DN26230_c0_g3	49	54	gall	non	0.48893965550695295	3.80132754206128	0.506136168336679	0.608408125835527
TRINITY_DN25412_c1_g14	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9762_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN24267_c0_g3	4	29	gall	non	-2.2002710726042998	2.15845638351205	0.0237106835763675	0.0908347717684045
TRINITY_DN21665_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN61868_c0_g1	8	12	gall	non	0.0447629887176302	1.60907101436885	1.0	1.0
TRINITY_DN26125_c1_g5	196	643	gall	non	-1.08330052508065	6.64090243987795	0.10727559841519099	0.17479078671831
TRINITY_DN48015_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25266_c1_g10	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN23258_c0_g1	14	38	gall	non	-0.805967960323244	2.7873252428727597	0.35689052900156104	0.45339598668195397
TRINITY_DN24503_c0_g1	75	42	gall	non	1.4634631076933797	4.05528901987819	0.0429737307635065	0.127477909981082
TRINITY_DN17562_c0_g1	0	13	gall	non	-6.43620478529262	1.05424438816881	0.00614930629923133	0.0343637069238416
TRINITY_DN27724_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN59682_c0_g1	20	8	gall	non	1.93213936879526	2.1021546430495803	0.0400935871989281	0.11927917217106199
TRINITY_DN33174_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN61142_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN20505_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN23306_c0_g1	36	0	gall	non	8.523142858548619	2.51801533465794	1.44560260597931e-06	4.398643642327679e-05
TRINITY_DN16317_c0_g1	4	3	gall	non	1.00903383728481	0.49749732468050106	0.5217391304347829	0.621804315233688
TRINITY_DN19989_c0_g1	0	22	gall	non	-7.188364942434161	1.6409796415264197	0.0005304048685583731	0.005661390938419129
TRINITY_DN25069_c0_g1	17	29	gall	non	-0.139467829628154	2.6590201855025297	0.9337110206724679	0.997051728660458
TRINITY_DN61377_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN52649_c0_g1	1	6	gall	non	-1.85570652685711	0.460678215633511	0.282608695652174	0.37124993432459397
TRINITY_DN23171_c0_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN58487_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN68646_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN17614_c0_g1	0	14	gall	non	-6.54192947390472	1.1334157531184	0.0041656591059309	0.0266402780754797
TRINITY_DN20977_c1_g2	9	6	gall	non	1.1948248092203502	1.3039236405984398	0.352672051071238	0.448377177445509
TRINITY_DN54184_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN49886_c0_g1	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN24269_c0_g4	7	27	gall	non	-1.30525968295784	2.2189795815560096	0.171885536243144	0.258535685710655
TRINITY_DN22863_c0_g1	25	20	gall	non	0.946948251227738	2.68974289404275	0.262816068266437	0.37124993432459397
TRINITY_DN2474_c0_g1	3	4	gall	non	0.20791249931978897	0.485163124587945	1.0	1.0
TRINITY_DN2705_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN53589_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN19618_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN47716_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN19852_c0_g1	0	8	gall	non	-5.74614038192037	0.569996087716901	0.0347826086956522	0.105432088531521
TRINITY_DN46406_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN5941_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN37660_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26011_c1_g8	14	16	gall	non	0.43408415529103495	2.12916508087842	0.7321955985396821	0.8214241063672248
TRINITY_DN24575_c0_g1	70	225	gall	non	-1.05316760545456	5.15724002262677	0.12780093190641	0.203021894076145
TRINITY_DN20210_c0_g1	6	10	gall	non	-0.105026785233301	1.34161645042333	1.0	1.0
TRINITY_DN8406_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN46892_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN49511_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN36461_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN36465_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN11063_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN11691_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN35960_c0_g1	9	10	gall	non	0.47217704253616294	1.56166616573235	0.745854585473486	0.833952396592603
TRINITY_DN73100_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN22587_c0_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN28624_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN25556_c0_g6	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25307_c1_g1	100	192	gall	non	-0.31054895830340506	5.20375625162088	0.667799869651412	0.7587105604497071
TRINITY_DN26190_c0_g2	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN30375_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN38354_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN20051_c0_g1	21	0	gall	non	7.7483336398719205	1.7916824742302702	7.446065301992701e-05	0.00117850939973849
TRINITY_DN21936_c0_g1	30	24	gall	non	0.9478212414619359	2.9377287087768704	0.241442656772387	0.34680183210875803
TRINITY_DN37388_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN23493_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN6181_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN15092_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN31333_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN23294_c0_g1	16	28	gall	non	-0.176055654653943	2.5984050594731496	0.86528368717308	0.9332455650717131
TRINITY_DN6234_c0_g2	3	4	gall	non	0.20791249931978897	0.485163124587945	1.0	1.0
TRINITY_DN58110_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25557_c1_g6	39	0	gall	non	8.63831839012171	2.62973318801962	7.449998504695359e-07	2.5014530354149803e-05
TRINITY_DN25866_c5_g3	8	1	gall	non	3.44388156741728	0.776474304670133	0.0399704909450037	0.118957478526608
TRINITY_DN25985_c3_g2	9	67	gall	non	-2.25350397387246	3.2321821564742006	0.00866433827408698	0.0477552373203577
TRINITY_DN27643_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN25598_c2_g10	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN16992_c0_g1	2	7	gall	non	-1.13894102251745	0.7049809416608879	0.5855072463768121	0.6834571921087921
TRINITY_DN23309_c0_g2	18	0	gall	non	7.527059044482139	1.59456865907997	0.00016479894528675	0.00219895596444935
TRINITY_DN26126_c0_g2	63	24	gall	non	2.0157448561677302	3.66894435836113	0.00871518417030555	0.0480271596296717
TRINITY_DN19482_c0_g1	5	7	gall	non	0.141926621851767	1.02588521625795	1.0	1.0
TRINITY_DN32635_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN10506_c0_g1	5	13	gall	non	-0.7369480961181271	1.4610985305736202	0.47920734973015294	0.579411213756547
TRINITY_DN16962_c0_g2	3	4	gall	non	0.20791249931978897	0.485163124587945	1.0	1.0
TRINITY_DN21987_c0_g1	7	18	gall	non	-0.724326533572755	1.8548620877328401	0.49471223386767105	0.5962762935556021
TRINITY_DN20818_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN25833_c2_g15	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN71397_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN43382_c0_g1	1	6	gall	non	-1.85570652685711	0.460678215633511	0.282608695652174	0.37124993432459397
TRINITY_DN24948_c0_g3	7	4	gall	non	1.4039561183449	0.960318552884847	0.33368077865829	0.427255978697606
TRINITY_DN25314_c1_g1	88	393	gall	non	-1.5276203627252098	5.81535499821864	0.0271795518255325	0.103686647798015
TRINITY_DN34874_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN67827_c0_g1	7	2	gall	non	2.35212363121608	0.764431614451577	0.08447204968944098	0.154727494458257
TRINITY_DN21514_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25908_c0_g10	73	0	gall	non	9.541053432934369	3.5252267167952205	4.33351474893039e-09	3.28861022605584e-07
TRINITY_DN22541_c0_g2	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN62094_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN21228_c0_g2	3	6	gall	non	-0.359350253871887	0.716768842781904	1.0	1.0
TRINITY_DN31752_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN52155_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN15700_c0_g1	7	10	gall	non	0.114045598469033	1.41833185963931	1.0	1.0
TRINITY_DN21774_c0_g1	2	34	gall	non	-3.39451178049663	2.24840342189936	0.00254733269163407	0.0202493843989721
TRINITY_DN20586_c0_g1	15	13	gall	non	0.8293833560401809	2.05796428933029	0.394949372792455	0.494300763862146
TRINITY_DN25666_c1_g2	24	272	gall	non	-2.8671361892875296	5.06774230853609	0.000157415166667327	0.00219895596444935
TRINITY_DN36600_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN16250_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN50173_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN13945_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN41864_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN15655_c0_g1	4	3	gall	non	1.00903383728481	0.49749732468050106	0.5217391304347829	0.621804315233688
TRINITY_DN40624_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN33426_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN21152_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN22158_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN60439_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN16544_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN33074_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN17408_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN35777_c0_g1	21	0	gall	non	7.7483336398719205	1.7916824742302702	7.446065301992701e-05	0.00117850939973849
TRINITY_DN34521_c0_g1	5	2	gall	non	1.8746520959283501	0.509892706029628	0.18695652173913002	0.274745238875432
TRINITY_DN23679_c0_g1	16	54	gall	non	-1.11983584008203	3.1673192841087996	0.15500673116335298	0.24327487812443901
TRINITY_DN24904_c0_g3	26	0	gall	non	8.05516505891144	2.07330119893846	1.79858836513575e-05	0.000364033827156089
TRINITY_DN26693_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN31435_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN15780_c0_g1	2	8	gall	non	-1.3277513371151	0.807683012130483	0.44257871064467796	0.539395711023748
TRINITY_DN42227_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN23623_c0_g1	6	45	gall	non	-2.25806605742225	2.70957486917891	0.0132091401542875	0.0656007660212769
TRINITY_DN24016_c0_g1	52	0	gall	non	9.0524504531572	3.03696446003138	7.59583703895684e-08	3.86439728524337e-06
TRINITY_DN59777_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN30423_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25849_c0_g5	60	45	gall	non	1.04281709877457	3.87076246321434	0.161105297798147	0.24349958529298102
TRINITY_DN28184_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN9751_c0_g1	5	4	gall	non	0.926484583057167	0.7404982870242142	0.5855072463768121	0.6834571921087921
TRINITY_DN59364_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN49457_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25531_c3_g7	55	402	gall	non	-2.2373822011902798	5.702544772171019	0.00165576648485583	0.0145840462379393
TRINITY_DN2355_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN10822_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN20619_c0_g3	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN38467_c0_g1	1	8	gall	non	-2.26181204946849	0.6932444156815091	0.12495974235104701	0.19870698777436602
TRINITY_DN24546_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN42865_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN72644_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN3920_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN21745_c0_g1	16	0	gall	non	7.35811143076527	1.4478642644588602	0.00039082463999038	0.00449766597096422
TRINITY_DN69272_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN42374_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN41484_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26266_c0_g5	61	0	gall	non	9.28234712422025	3.26590579165829	2.0434769549264603e-08	1.25679761577943e-06
TRINITY_DN24336_c0_g1	32	57	gall	non	-0.20202884186034697	3.5476275162828	0.817003606651298	0.890123819794117
TRINITY_DN14390_c0_g1	0	8	gall	non	-5.74614038192037	0.569996087716901	0.0347826086956522	0.105432088531521
TRINITY_DN72794_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN50621_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN68841_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN36757_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN32701_c0_g1	10	16	gall	non	-0.047331858973448	1.92766608596151	1.0	1.0
TRINITY_DN21253_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN21325_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN10151_c0_g1	5	6	gall	non	0.359221829865492	0.937325452837144	1.0	1.0
TRINITY_DN21426_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN65262_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN24678_c0_g2	21	33	gall	non	-0.0216928714053542	2.8793424182980605	1.0	1.0
TRINITY_DN46620_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN17076_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN39941_c0_g1	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN15750_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN26267_c10_g3	89	10	gall	non	3.7639314911491	3.92645344298933	1.02143374990289e-05	0.000229044632903119
TRINITY_DN13747_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9288_c0_g1	13	14	gall	non	0.518649520823593	1.998275834217	0.619280527630828	0.71837083422996
TRINITY_DN12463_c0_g1	4	9	gall	non	-0.528822055670524	1.0979437354155799	0.8224919798165441	0.8930434516724141
TRINITY_DN25864_c5_g9	6	6	gall	non	0.6176209814508871	1.03714375284868	0.8224919798165441	0.8930434516724141
TRINITY_DN8672_c0_g1	39	0	gall	non	8.63831839012171	2.62973318801962	7.449998504695359e-07	2.5014530354149803e-05
TRINITY_DN18709_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25575_c1_g3	56	6	gall	non	3.81913670175968	3.25461151101855	1.67282935512754e-05	0.000355792341170504
TRINITY_DN25663_c1_g6	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN28323_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN8821_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN1221_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN20794_c0_g1	28	0	gall	non	8.16169277459197	2.17306764188683	9.475104163809661e-06	0.00021291864812484498
TRINITY_DN25672_c0_g5	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN69554_c0_g1	5	6	gall	non	0.359221829865492	0.937325452837144	1.0	1.0
TRINITY_DN20891_c0_g2	5	9	gall	non	-0.21381903745896105	1.187184513001	1.0	1.0
TRINITY_DN25838_c0_g6	47	0	gall	non	8.90688861745085	2.8929613670616603	1.9355770192473302e-07	8.52431336302039e-06
TRINITY_DN23613_c0_g1	21	9	gall	non	1.8352579132384599	2.18930483701434	0.0447916998685362	0.130186290411476
TRINITY_DN25694_c0_g1	0	12	gall	non	-6.322115261867159	0.970183272090088	0.009223959448846979	0.0503163902204473
TRINITY_DN2379_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN59723_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN20380_c0_g1	12	10	gall	non	0.8833195020128091	1.7553708008616102	0.395441412739766	0.49431342536015793
TRINITY_DN26233_c0_g7	8	59	gall	non	-2.23848161989938	3.0660736790725696	0.007783264254084141	0.0430782338532834
TRINITY_DN28642_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN15887_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN26321_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN18636_c0_g1	4	11	gall	non	-0.81396899178156	1.2504597095711298	0.542974480501684	0.644768254715318
TRINITY_DN1798_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN40878_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN18678_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN46974_c0_g1	5	1	gall	non	2.77626000600698	0.37791694163539397	0.18695652173913002	0.274745238875432
TRINITY_DN25335_c0_g2	12	57	gall	non	-1.6097346759502802	3.12645109804592	0.0473358854502225	0.130186290411476
TRINITY_DN19273_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN9901_c0_g1	29	0	gall	non	8.21214511224932	2.22064186743985	7.72045524458559e-06	0.000180108081740343
TRINITY_DN20222_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN24789_c1_g2	17	4	gall	non	2.6722848078217503	1.7521854280473999	0.0114318296119844	0.0614431856274962
TRINITY_DN61881_c0_g1	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN1296_c0_g1	6	3	gall	non	1.58243600708177	0.7524395468676109	0.266666666666667	0.37124993432459397
TRINITY_DN32897_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN22817_c0_g1	9	39	gall	non	-1.4751577495650101	2.6547810264747502	0.10144344926207699	0.165542589488645
TRINITY_DN22949_c0_g1	21	23	gall	non	0.496268488275478	2.63455313519979	0.5586358764639139	0.6612912759734579
TRINITY_DN16293_c0_g1	27	24	gall	non	0.796340636761072	2.85073725146245	0.342552838712482	0.4381396867474171
