	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN17878_c5_g1	SMP_1	SMP_2	-0.722682748	9.650585366	0.271404897	1
TRINITY_DN17879_c0_g1	SMP_1	SMP_2	0.113803685	2.473191306	0.882676737	1
TRINITY_DN17879_c1_g1	SMP_1	SMP_2	0.154885099	3.595604076	0.82449483	1
TRINITY_DN17879_c1_g3	SMP_1	SMP_2	-0.223589901	3.766655089	0.748658999	1
TRINITY_DN17879_c1_g4	SMP_1	SMP_2	0.003875666	4.620738549	1	1
TRINITY_DN17880_c1_g1	SMP_1	SMP_2	0.853739783	4.67501116	0.203738378	0.964821556
TRINITY_DN17880_c2_g1	SMP_1	SMP_2	0.691124752	4.594335414	0.302739817	1
TRINITY_DN17881_c0_g1	SMP_1	SMP_2	0.223449384	4.639906117	0.739562554	1
TRINITY_DN17881_c0_g2	SMP_1	SMP_2	4.251404073	0.32882169	0.001774106	0.043418521
TRINITY_DN17882_c0_g1	SMP_1	SMP_2	0.265440333	5.458298138	0.690278957	1
TRINITY_DN17882_c0_g2	SMP_1	SMP_2	-0.335233477	2.756420454	0.643347478	1
TRINITY_DN17882_c0_g3	SMP_1	SMP_2	0.273536784	1.075684845	0.768941309	1
TRINITY_DN17882_c0_g4	SMP_1	SMP_2	0.049714951	5.064894129	0.943527794	1
TRINITY_DN17883_c0_g1	SMP_1	SMP_2	-1.237940599	1.174808886	0.118412266	0.797711462
TRINITY_DN17883_c1_g1	SMP_1	SMP_2	-0.207862012	3.173398639	0.782132777	1
TRINITY_DN17883_c1_g2	SMP_1	SMP_2	0.558086053	1.088255524	0.555480209	1
TRINITY_DN17883_c1_g3	SMP_1	SMP_2	-0.934026227	1.907842535	0.206639086	0.969855253
TRINITY_DN17884_c2_g1	SMP_1	SMP_2	-0.340136846	1.946063811	0.644386013	1
TRINITY_DN17884_c2_g2	SMP_1	SMP_2	-0.518025859	0.624240045	0.622031306	1
TRINITY_DN17884_c2_g4	SMP_1	SMP_2	1.201498933	0.15323241	0.211790394	0.977364014
TRINITY_DN17884_c3_g1	SMP_1	SMP_2	-0.401885239	5.045213653	0.54696766	1
TRINITY_DN17884_c3_g2	SMP_1	SMP_2	0.005645673	1.723828482	1	1
TRINITY_DN17884_c3_g3	SMP_1	SMP_2	0.53349961	0.618099388	0.622031306	1
TRINITY_DN17885_c0_g2	SMP_1	SMP_2	0.42381278	4.728157807	0.52529534	1
TRINITY_DN17885_c0_g3	SMP_1	SMP_2	0.586533348	4.337720894	0.384226285	1
TRINITY_DN17886_c0_g1	SMP_1	SMP_2	0.365202023	6.997714195	0.578796565	1
TRINITY_DN17886_c0_g2	SMP_1	SMP_2	0.118604953	3.822552276	0.868246102	1
TRINITY_DN17886_c0_g5	SMP_1	SMP_2	2.419434776	-0.304509429	0.064029992	0.586417985
TRINITY_DN17887_c2_g1	SMP_1	SMP_2	-0.199406764	2.954059429	0.797533749	1
TRINITY_DN17887_c2_g2	SMP_1	SMP_2	-0.054291268	1.693734582	0.960625756	1
TRINITY_DN17887_c2_g3	SMP_1	SMP_2	0.291984911	3.738185336	0.667922228	1
TRINITY_DN17888_c0_g1	SMP_1	SMP_2	-0.136337143	4.026986954	0.844443532	1
TRINITY_DN17888_c0_g2	SMP_1	SMP_2	0.130340095	3.052990188	0.87281223	1
TRINITY_DN17888_c1_g1	SMP_1	SMP_2	0.100551029	4.941614321	0.881757098	1
TRINITY_DN17888_c1_g2	SMP_1	SMP_2	0.106128674	1.734500454	0.92389892	1
TRINITY_DN17889_c1_g2	SMP_1	SMP_2	0.311618069	5.358122647	0.63932597	1
TRINITY_DN17889_c1_g3	SMP_1	SMP_2	0.433278202	3.186045827	0.530811334	1
TRINITY_DN17889_c2_g1	SMP_1	SMP_2	0.090764138	4.201595257	0.898092837	1
TRINITY_DN17889_c2_g2	SMP_1	SMP_2	-0.666384528	8.114375408	0.310777888	1
TRINITY_DN17890_c0_g1	SMP_1	SMP_2	0.473248166	0.074324502	0.779000846	1
TRINITY_DN17890_c0_g2	SMP_1	SMP_2	-0.001915101	8.786574235	0.997961585	1
TRINITY_DN17891_c1_g1	SMP_1	SMP_2	0.259400571	3.796095602	0.707737833	1
TRINITY_DN17891_c1_g2	SMP_1	SMP_2	-0.260872054	2.972851464	0.719955281	1
TRINITY_DN17891_c2_g1	SMP_1	SMP_2	0.163216977	4.708476043	0.811020025	1
TRINITY_DN17891_c2_g2	SMP_1	SMP_2	0.193817886	4.680840192	0.776580483	1
TRINITY_DN17892_c0_g1	SMP_1	SMP_2	-0.209513109	5.426020009	0.755093268	1
TRINITY_DN17892_c0_g2	SMP_1	SMP_2	0.082445878	4.263153111	0.909268741	1
TRINITY_DN17893_c1_g1	SMP_1	SMP_2	1.339748413	6.098770765	0.045451494	0.486491359
TRINITY_DN17893_c1_g2	SMP_1	SMP_2	1.429705018	2.516808161	0.052085756	0.524917553
TRINITY_DN17893_c1_g4	SMP_1	SMP_2	1.210340924	3.535412736	0.080609219	0.667664086
TRINITY_DN17893_c1_g5	SMP_1	SMP_2	-0.049009876	4.259653267	0.950880683	1
TRINITY_DN17893_c1_g6	SMP_1	SMP_2	1.389872778	2.899103539	0.051780769	0.524024058
TRINITY_DN17894_c0_g1	SMP_1	SMP_2	0.195598765	2.211178996	0.805445414	1
TRINITY_DN17894_c0_g2	SMP_1	SMP_2	-1.052118418	2.244316707	0.15146964	0.860248299
TRINITY_DN17894_c0_g3	SMP_1	SMP_2	-0.117804232	5.764146594	0.858632252	1
TRINITY_DN17894_c0_g4	SMP_1	SMP_2	-0.002208269	3.490836818	1	1
TRINITY_DN17894_c0_g5	SMP_1	SMP_2	-0.538363053	3.733489572	0.431471315	1
TRINITY_DN17895_c1_g1	SMP_1	SMP_2	0.436726698	5.266989228	0.512248997	1
TRINITY_DN17895_c2_g1	SMP_1	SMP_2	-0.115036099	3.923472627	0.876771366	1
TRINITY_DN17895_c2_g2	SMP_1	SMP_2	-1.40524829	0.800414355	0.087489422	0.695931235
TRINITY_DN17895_c2_g3	SMP_1	SMP_2	-0.507203275	4.015954874	0.458380519	1
TRINITY_DN17896_c1_g1	SMP_1	SMP_2	0.418032664	1.525544763	0.615458441	1
TRINITY_DN17896_c2_g1	SMP_1	SMP_2	0.338806843	2.40858972	0.663944491	1
TRINITY_DN17896_c3_g1	SMP_1	SMP_2	0.035003259	6.355633734	0.959179772	1
TRINITY_DN17897_c0_g1	SMP_1	SMP_2	-0.141028699	5.604050218	0.834232201	1
TRINITY_DN17897_c1_g1	SMP_1	SMP_2	0.472215166	5.711941215	0.47707338	1
TRINITY_DN17897_c1_g2	SMP_1	SMP_2	1.944830084	-0.176182039	0.11545962	0.788424584
TRINITY_DN17898_c0_g1	SMP_1	SMP_2	-0.716345048	3.49176936	0.294059118	1
TRINITY_DN17898_c0_g2	SMP_1	SMP_2	-1.169218199	7.150539396	0.078323108	0.65681453
TRINITY_DN17898_c0_g3	SMP_1	SMP_2	-0.826954831	5.791667801	0.212536081	0.978206669
TRINITY_DN17898_c0_g5	SMP_1	SMP_2	1.944830084	-0.176182039	0.11545962	0.788424584
TRINITY_DN17898_c1_g1	SMP_1	SMP_2	-0.589944907	5.77866555	0.373881115	1
TRINITY_DN17898_c1_g2	SMP_1	SMP_2	-0.257146132	4.952375397	0.701791449	1
TRINITY_DN17898_c1_g3	SMP_1	SMP_2	1.046817895	3.197044714	0.13776682	0.838328032
TRINITY_DN17899_c0_g2	SMP_1	SMP_2	0.296629167	4.958577383	0.658697702	1
TRINITY_DN17899_c0_g3	SMP_1	SMP_2	1.222762016	0.524362634	0.195165871	0.950332532
TRINITY_DN17900_c0_g1	SMP_1	SMP_2	0.224031606	6.945942691	0.733689297	1
TRINITY_DN17901_c0_g1	SMP_1	SMP_2	0.373464787	5.333215106	0.574296617	1
TRINITY_DN17901_c0_g4	SMP_1	SMP_2	1.386242889	0.051339797	0.18037156	0.929660604
TRINITY_DN17901_c1_g1	SMP_1	SMP_2	7.977839436	0.540488597	1.80E-05	0.001162115
TRINITY_DN17901_c3_g1	SMP_1	SMP_2	-1.187778746	0.227979667	0.205414303	0.967601942
TRINITY_DN17902_c0_g3	SMP_1	SMP_2	0.761191918	0.384478613	0.479616293	1
TRINITY_DN17902_c1_g1	SMP_1	SMP_2	1.731287258	5.917576073	0.010673291	0.173719814
TRINITY_DN17903_c1_g1	SMP_1	SMP_2	0.192965925	5.278836274	0.772851363	1
TRINITY_DN17903_c1_g2	SMP_1	SMP_2	-0.949427775	0.998028996	0.280417096	1
TRINITY_DN17903_c1_g4	SMP_1	SMP_2	-0.287562271	6.249751093	0.662487066	1
TRINITY_DN17904_c1_g1	SMP_1	SMP_2	0.889671498	1.366765014	0.285285351	1
TRINITY_DN17904_c2_g1	SMP_1	SMP_2	0.249959795	6.509206531	0.704853653	1
TRINITY_DN17904_c3_g1	SMP_1	SMP_2	-4.193070895	0.970056232	3.09E-05	0.001814956
TRINITY_DN17905_c0_g1	SMP_1	SMP_2	0.105604083	5.635159585	0.875102659	1
TRINITY_DN17905_c0_g2	SMP_1	SMP_2	0.787312448	1.851286717	0.317703606	1
TRINITY_DN17905_c0_g3	SMP_1	SMP_2	0.582115568	5.064559161	0.381737471	1
TRINITY_DN17905_c0_g5	SMP_1	SMP_2	-0.017804177	3.640163009	0.989316975	1
TRINITY_DN17905_c0_g6	SMP_1	SMP_2	0.946075858	2.459735793	0.19630631	0.952533133
TRINITY_DN17906_c1_g1	SMP_1	SMP_2	0.342853766	5.067886301	0.608551521	1
TRINITY_DN17907_c0_g1	SMP_1	SMP_2	-1.307817147	5.028035389	0.052846576	0.529081011
TRINITY_DN17907_c1_g1	SMP_1	SMP_2	-1.101546376	3.600150565	0.109108216	0.769450114
TRINITY_DN17907_c1_g2	SMP_1	SMP_2	-0.672787311	3.066017427	0.327557949	1
TRINITY_DN17907_c1_g3	SMP_1	SMP_2	0.102729031	4.740220686	0.884247516	1
TRINITY_DN17908_c1_g1	SMP_1	SMP_2	-1.396035781	2.136412793	0.062851146	0.586417985
TRINITY_DN17908_c2_g1	SMP_1	SMP_2	0.644392938	7.095527303	0.328013506	1
TRINITY_DN17908_c2_g2	SMP_1	SMP_2	0.195598765	2.211178996	0.805445414	1
TRINITY_DN17909_c2_g1	SMP_1	SMP_2	-0.977019715	2.517899031	0.172069411	0.911224976
TRINITY_DN17909_c2_g2	SMP_1	SMP_2	1.102791896	0.730845567	0.212030359	0.977364014
TRINITY_DN17909_c2_g3	SMP_1	SMP_2	-0.911828359	2.185535078	0.219176106	0.986435661
TRINITY_DN17909_c2_g5	SMP_1	SMP_2	0.415471982	1.468705304	0.642691193	1
TRINITY_DN17909_c2_g6	SMP_1	SMP_2	0.323441462	0.270338882	0.804303075	1
TRINITY_DN17909_c2_g7	SMP_1	SMP_2	2.231708253	0.876684515	0.017485384	0.252758913
TRINITY_DN17910_c0_g1	SMP_1	SMP_2	0.477257527	2.059427403	0.528055462	1
TRINITY_DN17910_c1_g1	SMP_1	SMP_2	0.161628754	3.76433075	0.814476484	1
TRINITY_DN17910_c1_g2	SMP_1	SMP_2	0.257832664	2.473364057	0.745164774	1
TRINITY_DN17910_c1_g3	SMP_1	SMP_2	0.184590873	4.243477185	0.789552056	1
TRINITY_DN17910_c1_g5	SMP_1	SMP_2	1.012211956	0.795605617	0.232557797	1
TRINITY_DN17911_c0_g1	SMP_1	SMP_2	1.121553	2.258524884	0.125095094	0.81139314
TRINITY_DN17911_c1_g1	SMP_1	SMP_2	-0.838918361	4.615714215	0.212268518	0.977549106
TRINITY_DN17911_c2_g1	SMP_1	SMP_2	-0.059299463	5.972007228	0.931023668	1
TRINITY_DN17911_c2_g2	SMP_1	SMP_2	-0.122438606	1.06843622	0.940519545	1
TRINITY_DN17912_c1_g1	SMP_1	SMP_2	8.788286586	1.259492769	2.57E-07	3.40E-05
TRINITY_DN17912_c1_g2	SMP_1	SMP_2	0.785996158	4.401741004	0.244274183	1
TRINITY_DN17912_c2_g1	SMP_1	SMP_2	0.772906422	3.919091243	0.257959598	1
TRINITY_DN17912_c2_g2	SMP_1	SMP_2	0.727666946	0.835922981	0.432543884	1
TRINITY_DN17913_c0_g1	SMP_1	SMP_2	-0.057548703	6.325863239	0.931781302	1
TRINITY_DN17913_c0_g2	SMP_1	SMP_2	-0.106366954	2.526933131	0.909059765	1
TRINITY_DN17914_c1_g2	SMP_1	SMP_2	0.074289256	7.230311528	0.91063268	1
TRINITY_DN17914_c1_g4	SMP_1	SMP_2	0.004478374	2.827785524	1	1
TRINITY_DN17915_c0_g2	SMP_1	SMP_2	-0.378699255	6.178684337	0.565461374	1
TRINITY_DN17915_c0_g3	SMP_1	SMP_2	-0.07657522	1.761442335	0.962318883	1
TRINITY_DN17916_c1_g1	SMP_1	SMP_2	-0.036063776	1.927268807	1	1
TRINITY_DN17916_c1_g2	SMP_1	SMP_2	-0.46124109	5.368182432	0.488161443	1
TRINITY_DN17916_c1_g3	SMP_1	SMP_2	-0.0293926	7.033259253	0.965225896	1
TRINITY_DN17916_c1_g4	SMP_1	SMP_2	0.227361189	4.967754342	0.737115901	1
TRINITY_DN17916_c1_g7	SMP_1	SMP_2	-0.472517017	2.2666067	0.521600136	1
TRINITY_DN17917_c0_g1	SMP_1	SMP_2	0.353382052	4.402220951	0.603007181	1
TRINITY_DN17917_c0_g2	SMP_1	SMP_2	1.056983065	0.93755494	0.24466913	1
TRINITY_DN17918_c16_g1	SMP_1	SMP_2	-0.068334365	11.18271555	0.916769061	1
TRINITY_DN17918_c16_g2	SMP_1	SMP_2	0.961785215	2.319997253	0.187494811	0.936240011
TRINITY_DN17918_c16_g4	SMP_1	SMP_2	-0.399448998	2.250010773	0.6080869	1
TRINITY_DN17918_c16_g6	SMP_1	SMP_2	-0.062678848	12.96371912	0.923590416	1
TRINITY_DN17918_c17_g1	SMP_1	SMP_2	0.169085288	4.879890905	0.804522022	1
TRINITY_DN17918_c17_g5	SMP_1	SMP_2	-0.230196546	4.960818327	0.732075144	1
TRINITY_DN17918_c7_g1	SMP_1	SMP_2	0.426309546	2.276274199	0.587117378	1
TRINITY_DN17919_c0_g1	SMP_1	SMP_2	-0.685634281	1.8301863	0.364791756	1
TRINITY_DN17919_c1_g1	SMP_1	SMP_2	0.115051792	4.731024101	0.863508213	1
TRINITY_DN17919_c1_g4	SMP_1	SMP_2	1.140395613	-0.103970187	0.324544005	1
TRINITY_DN17920_c0_g1	SMP_1	SMP_2	-0.321815191	6.038196704	0.626012845	1
TRINITY_DN17920_c0_g2	SMP_1	SMP_2	-0.043375585	1.433287123	1	1
TRINITY_DN17920_c1_g1	SMP_1	SMP_2	-0.189733602	3.68856212	0.784725538	1
TRINITY_DN17920_c1_g2	SMP_1	SMP_2	-0.713127793	4.351437227	0.288290629	1
TRINITY_DN17920_c1_g3	SMP_1	SMP_2	0.576210903	1.772125784	0.475626461	1
TRINITY_DN17921_c0_g1	SMP_1	SMP_2	0.01892558	1.689516052	1	1
TRINITY_DN17921_c1_g1	SMP_1	SMP_2	0.244752075	2.991380088	0.737053263	1
TRINITY_DN17921_c1_g2	SMP_1	SMP_2	0.541493157	2.37546193	0.463905609	1
TRINITY_DN17921_c1_g3	SMP_1	SMP_2	-0.016151001	4.013836727	0.991686737	1
TRINITY_DN17921_c1_g4	SMP_1	SMP_2	-0.21936295	1.93855821	0.799730509	1
TRINITY_DN17922_c0_g1	SMP_1	SMP_2	0.096937972	4.256284322	0.887781129	1
TRINITY_DN17922_c1_g1	SMP_1	SMP_2	0.431371003	5.468853632	0.517616497	1
TRINITY_DN17922_c1_g2	SMP_1	SMP_2	-0.124086605	2.890140599	0.875730738	1
TRINITY_DN17922_c1_g3	SMP_1	SMP_2	-0.514374069	5.008134512	0.439706998	1
TRINITY_DN17923_c0_g1	SMP_1	SMP_2	0.113979145	5.436357562	0.86624396	1
TRINITY_DN17924_c1_g1	SMP_1	SMP_2	-0.561952283	3.07133737	0.428188852	1
TRINITY_DN17924_c1_g2	SMP_1	SMP_2	-0.75075105	3.5975223	0.275633785	1
TRINITY_DN17925_c3_g1	SMP_1	SMP_2	0.455862485	1.968137322	0.559973664	1
TRINITY_DN17925_c4_g1	SMP_1	SMP_2	0.058557627	4.836616799	0.93401946	1
TRINITY_DN17925_c4_g2	SMP_1	SMP_2	-1.10214582	8.291368374	0.095939238	0.725995798
TRINITY_DN17926_c0_g1	SMP_1	SMP_2	0.062852189	0.366427542	1	1
TRINITY_DN17926_c0_g2	SMP_1	SMP_2	-0.065806099	2.695245819	0.939200227	1
TRINITY_DN17926_c0_g3	SMP_1	SMP_2	-0.393417158	4.573982515	0.55507381	1
TRINITY_DN17926_c0_g4	SMP_1	SMP_2	-0.345061461	4.057550908	0.613693802	1
TRINITY_DN17927_c1_g1	SMP_1	SMP_2	9.208036869	1.642572914	2.56E-08	4.86E-06
TRINITY_DN17927_c2_g1	SMP_1	SMP_2	0.280141265	3.029020597	0.699449032	1
TRINITY_DN17927_c2_g2	SMP_1	SMP_2	0.834671126	1.662577463	0.300098137	1
TRINITY_DN17927_c3_g1	SMP_1	SMP_2	0.173446987	3.871065905	0.80052566	1
TRINITY_DN17927_c3_g2	SMP_1	SMP_2	0.047158168	4.308006991	0.945710096	1
TRINITY_DN17927_c3_g3	SMP_1	SMP_2	0.489990658	6.104469987	0.458241474	1
TRINITY_DN17928_c1_g1	SMP_1	SMP_2	0.284015018	4.690240176	0.6746651	1
TRINITY_DN17928_c1_g2	SMP_1	SMP_2	0.601653008	1.459414241	0.484925167	1
TRINITY_DN17928_c1_g3	SMP_1	SMP_2	0.629587748	2.930576084	0.37885424	1
TRINITY_DN17929_c0_g2	SMP_1	SMP_2	-0.249314231	6.542221437	0.705408614	1
TRINITY_DN17930_c0_g1	SMP_1	SMP_2	0.365450362	5.626285693	0.580878062	1
TRINITY_DN17931_c0_g1	SMP_1	SMP_2	-0.01061936	5.058548634	0.991889277	1
TRINITY_DN17931_c0_g2	SMP_1	SMP_2	-0.310548183	8.220000144	0.635696143	1
TRINITY_DN17932_c0_g1	SMP_1	SMP_2	0.032407397	4.883956763	0.963443969	1
TRINITY_DN17932_c0_g2	SMP_1	SMP_2	0.13895107	6.141820224	0.83413233	1
TRINITY_DN17932_c0_g3	SMP_1	SMP_2	0.599999702	1.786321567	0.451216323	1
TRINITY_DN17933_c0_g1	SMP_1	SMP_2	2.074803554	3.003777192	0.004747067	0.092948893
TRINITY_DN17933_c1_g1	SMP_1	SMP_2	1.514584714	1.712874791	0.055486505	0.545335194
TRINITY_DN17933_c1_g2	SMP_1	SMP_2	0.682903246	4.603636787	0.310108348	1
TRINITY_DN17933_c1_g3	SMP_1	SMP_2	0.751193478	2.471056519	0.305958249	1
TRINITY_DN17933_c1_g4	SMP_1	SMP_2	0.631922254	0.778853029	0.526087137	1
TRINITY_DN17933_c1_g5	SMP_1	SMP_2	4.538525757	1.40243429	1.94E-05	0.001236024
TRINITY_DN17934_c1_g1	SMP_1	SMP_2	0.77738368	1.89484756	0.310596565	1
TRINITY_DN17934_c2_g1	SMP_1	SMP_2	0.889476603	5.473396541	0.182608744	0.929660604
TRINITY_DN17934_c2_g2	SMP_1	SMP_2	0.990325005	4.24983848	0.143904665	0.852016367
TRINITY_DN17934_c2_g3	SMP_1	SMP_2	-0.606768093	1.443439397	0.454799212	1
TRINITY_DN17935_c0_g1	SMP_1	SMP_2	0.171494841	6.643445902	0.795145745	1
TRINITY_DN17935_c0_g2	SMP_1	SMP_2	0.242420687	5.141864546	0.718344	1
TRINITY_DN17936_c0_g1	SMP_1	SMP_2	0.058985801	3.411114031	0.93754001	1
TRINITY_DN17936_c1_g1	SMP_1	SMP_2	-0.035244473	5.962882712	0.958737024	1
TRINITY_DN17936_c1_g2	SMP_1	SMP_2	-0.032167372	3.272337533	0.972561375	1
TRINITY_DN17937_c0_g1	SMP_1	SMP_2	0.360217942	5.363241663	0.587970858	1
TRINITY_DN17938_c0_g1	SMP_1	SMP_2	0.215055783	2.692490615	0.779525286	1
TRINITY_DN17938_c0_g2	SMP_1	SMP_2	0.583879787	3.624932522	0.394874408	1
TRINITY_DN17938_c0_g3	SMP_1	SMP_2	-0.357223285	3.172375513	0.617863847	1
TRINITY_DN17938_c0_g4	SMP_1	SMP_2	-1.080863762	2.632202619	0.131208241	0.813008588
TRINITY_DN17938_c0_g5	SMP_1	SMP_2	-0.166937764	0.780263852	0.859853262	1
TRINITY_DN17939_c0_g1	SMP_1	SMP_2	0.332308904	4.652564244	0.617703243	1
TRINITY_DN17939_c0_g2	SMP_1	SMP_2	0.29898364	2.669937699	0.678250978	1
TRINITY_DN17940_c1_g2	SMP_1	SMP_2	0.421942272	4.321336819	0.529872834	1
TRINITY_DN17940_c1_g4	SMP_1	SMP_2	0.400330582	7.237643186	0.542515724	1
TRINITY_DN17941_c0_g1	SMP_1	SMP_2	0.115805941	4.802882246	0.865234554	1
TRINITY_DN17941_c0_g2	SMP_1	SMP_2	1.501763858	5.6766155	0.025963377	0.334044126
TRINITY_DN17942_c0_g1	SMP_1	SMP_2	0.759185768	5.718268969	0.253614048	1
TRINITY_DN17943_c0_g2	SMP_1	SMP_2	-7.293462207	-0.314106336	0.000390825	0.013360181
TRINITY_DN17943_c0_g5	SMP_1	SMP_2	-6.881486963	-0.652365487	0.001996045	0.046572403
TRINITY_DN17943_c1_g1	SMP_1	SMP_2	0.62415537	5.340642648	0.347216803	1
TRINITY_DN17943_c1_g2	SMP_1	SMP_2	0.018809689	0.23477576	1	1
TRINITY_DN17944_c0_g1	SMP_1	SMP_2	-0.376555168	4.546401251	0.576854949	1
TRINITY_DN17945_c2_g1	SMP_1	SMP_2	1.152419934	1.680487997	0.131433508	0.813008588
TRINITY_DN17945_c2_g3	SMP_1	SMP_2	0.106681293	4.935774437	0.876952139	1
TRINITY_DN17946_c0_g1	SMP_1	SMP_2	-0.104912633	5.326407724	0.875809259	1
TRINITY_DN17947_c1_g1	SMP_1	SMP_2	0.166186904	5.322338317	0.80583389	1
TRINITY_DN17947_c1_g3	SMP_1	SMP_2	0.391333283	1.563706914	0.624285927	1
TRINITY_DN17948_c0_g1	SMP_1	SMP_2	1.693617028	6.666098562	0.012102275	0.192449909
TRINITY_DN17949_c0_g2	SMP_1	SMP_2	0.257297178	4.75367711	0.701385708	1
TRINITY_DN17949_c0_g3	SMP_1	SMP_2	0.264934906	2.423466507	0.734861559	1
TRINITY_DN17950_c2_g1	SMP_1	SMP_2	-0.299029473	4.148085108	0.655094907	1
TRINITY_DN17950_c3_g2	SMP_1	SMP_2	0.043793554	4.228916716	0.949883132	1
TRINITY_DN17950_c3_g3	SMP_1	SMP_2	0.350227341	0.515971867	0.745261978	1
TRINITY_DN17950_c3_g5	SMP_1	SMP_2	4.700172363	0.70550981	0.000230561	0.009144285
TRINITY_DN17950_c3_g6	SMP_1	SMP_2	10.06777753	2.445049705	1.38E-10	5.89E-08
TRINITY_DN17951_c0_g1	SMP_1	SMP_2	-0.256707786	5.116987466	0.69959048	1
TRINITY_DN17951_c0_g2	SMP_1	SMP_2	0.430227379	0.934586012	0.623262903	1
TRINITY_DN17952_c0_g2	SMP_1	SMP_2	0.409201783	6.249635556	0.535495229	1
TRINITY_DN17953_c1_g1	SMP_1	SMP_2	0.168545645	3.139080721	0.821299698	1
TRINITY_DN17953_c1_g2	SMP_1	SMP_2	0.674529557	0.466522284	0.503000489	1
TRINITY_DN17953_c1_g3	SMP_1	SMP_2	-0.333841031	1.343180741	0.663922274	1
TRINITY_DN17953_c1_g4	SMP_1	SMP_2	-0.239094405	4.667667843	0.719388031	1
TRINITY_DN17953_c1_g5	SMP_1	SMP_2	0.020896623	2.150242046	1	1
TRINITY_DN17954_c1_g1	SMP_1	SMP_2	0.438195812	4.464819481	0.517936954	1
TRINITY_DN17954_c1_g2	SMP_1	SMP_2	-0.78018561	0.901550512	0.373173637	1
TRINITY_DN17955_c1_g1	SMP_1	SMP_2	0.765433196	5.718782218	0.248010384	1
TRINITY_DN17955_c1_g2	SMP_1	SMP_2	-0.716053222	3.70428383	0.29888269	1
TRINITY_DN17955_c1_g3	SMP_1	SMP_2	1.462674644	2.404451085	0.047642442	0.500950319
TRINITY_DN17955_c1_g5	SMP_1	SMP_2	1.140395613	-0.103970187	0.324544005	1
TRINITY_DN17956_c0_g1	SMP_1	SMP_2	1.045295228	4.307340332	0.124038427	0.808707609
TRINITY_DN17956_c1_g1	SMP_1	SMP_2	0.301608912	5.665918376	0.648440743	1
TRINITY_DN17957_c1_g1	SMP_1	SMP_2	0.21318768	6.899656404	0.74622507	1
TRINITY_DN17957_c1_g2	SMP_1	SMP_2	-0.420995819	3.503934746	0.54398807	1
TRINITY_DN17957_c1_g4	SMP_1	SMP_2	-0.825303342	0.9922752	0.308509378	1
TRINITY_DN17958_c1_g1	SMP_1	SMP_2	2.454402799	0.816245811	0.007459433	0.132506349
TRINITY_DN17958_c2_g1	SMP_1	SMP_2	0.373043627	2.456102263	0.609951701	1
TRINITY_DN17958_c2_g3	SMP_1	SMP_2	0.303655836	6.173902004	0.645271384	1
TRINITY_DN17959_c0_g1	SMP_1	SMP_2	0.230105197	2.560141501	0.757734287	1
TRINITY_DN17959_c1_g1	SMP_1	SMP_2	-0.06304897	3.669888992	0.926648934	1
TRINITY_DN17959_c1_g2	SMP_1	SMP_2	-0.132105956	4.246276636	0.852161077	1
TRINITY_DN17959_c1_g5	SMP_1	SMP_2	0.862427574	0.297617857	0.394949373	1
TRINITY_DN17960_c1_g1	SMP_1	SMP_2	1.618142648	1.526946033	0.043436687	0.470994676
TRINITY_DN17960_c2_g1	SMP_1	SMP_2	0.158831875	4.465336449	0.812592969	1
TRINITY_DN17960_c3_g1	SMP_1	SMP_2	0.582387708	6.10695419	0.377924684	1
TRINITY_DN17960_c3_g2	SMP_1	SMP_2	-0.018144838	4.657771479	0.983981314	1
TRINITY_DN17960_c3_g3	SMP_1	SMP_2	0.396650241	5.551414929	0.551205605	1
TRINITY_DN17960_c3_g4	SMP_1	SMP_2	-0.153633836	4.412914695	0.824781804	1
TRINITY_DN17960_c3_g5	SMP_1	SMP_2	-0.490965369	7.278353437	0.455182143	1
TRINITY_DN17961_c1_g1	SMP_1	SMP_2	-0.514289967	4.026976458	0.449942484	1
TRINITY_DN17961_c1_g2	SMP_1	SMP_2	0.7756093	1.792410925	0.296983397	1
TRINITY_DN17961_c1_g4	SMP_1	SMP_2	-0.687665995	3.991552051	0.311304496	1
TRINITY_DN17962_c1_g1	SMP_1	SMP_2	0.439364996	5.210254864	0.50998653	1
TRINITY_DN17963_c0_g1	SMP_1	SMP_2	0.383865489	1.450807044	0.642691193	1
TRINITY_DN17963_c0_g2	SMP_1	SMP_2	-1.445354964	8.729268121	0.030250439	0.37066591
TRINITY_DN17963_c0_g3	SMP_1	SMP_2	0.03074853	0.637522756	1	1
TRINITY_DN17964_c0_g1	SMP_1	SMP_2	0.061286329	4.470895473	0.933229181	1
TRINITY_DN17964_c1_g1	SMP_1	SMP_2	0.091625998	6.012194425	0.891172162	1
TRINITY_DN17964_c1_g2	SMP_1	SMP_2	0.336573583	3.508175859	0.6258501	1
TRINITY_DN17965_c0_g2	SMP_1	SMP_2	0.801770508	5.520385398	0.229351151	0.998200511
TRINITY_DN17966_c1_g1	SMP_1	SMP_2	0.659818801	5.362383419	0.320214164	1
TRINITY_DN17966_c1_g3	SMP_1	SMP_2	1.22976812	1.980922721	0.103107622	0.747691381
TRINITY_DN17967_c1_g4	SMP_1	SMP_2	0.261034401	2.183482997	0.747453962	1
TRINITY_DN17967_c1_g5	SMP_1	SMP_2	-1.237628039	9.279205395	0.062116952	0.586417985
