	sampleA	sampleB
GO:0010043	0.0	1.0
GO:0010092	2.0	0.0
GO:0010118	1.0	0.0
GO:0010133	1.0	0.0
GO:0010138	1.0	1.0
GO:0010159	1.0	0.0
GO:0010165	2.0	0.0
GO:0010171	2.0	0.0
GO:0010172	2.0	0.0
GO:0010181	1.0	0.0
GO:0010182	1.0	0.0
GO:0010193	1.0	0.0
GO:0010197	0.0	1.0
GO:0010212	3.0	1.0
GO:0010216	1.0	0.0
GO:0010224	0.0	1.0
GO:0010226	1.0	0.0
GO:0010243	14.0	0.0
GO:0010248	1.0	0.0
GO:0010255	1.0	0.0
GO:0010269	0.0	1.0
GO:0010288	1.0	0.0
GO:0010332	1.0	1.0
GO:0010389	2.0	1.0
GO:0010412	2.0	0.0
GO:0010446	1.0	0.0
GO:0010452	1.0	0.0
GO:0010453	2.0	0.0
GO:0010454	1.0	0.0
GO:0010458	0.0	1.0
GO:0010466	9.0	1.0
GO:0010468	110.0	28.0
GO:0010469	1.0	1.0
GO:0010470	2.0	0.0
GO:0010485	1.0	0.0
GO:0010494	4.0	0.0
GO:0010496	1.0	0.0
GO:0010498	8.0	3.0
GO:0010501	5.0	2.0
GO:0010506	2.0	2.0
GO:0010508	1.0	0.0
GO:0010520	1.0	0.0
GO:0010522	1.0	0.0
GO:0010524	1.0	0.0
GO:0010556	93.0	23.0
GO:0010557	28.0	5.0
GO:0010558	21.0	2.0
GO:0010562	6.0	3.0
GO:0010563	13.0	1.0
GO:0010564	14.0	4.0
GO:0010565	8.0	1.0
GO:0010566	2.0	0.0
GO:0010569	1.0	0.0
GO:0010576	1.0	0.0
GO:0010586	2.0	0.0
GO:0010587	2.0	0.0
GO:0010594	1.0	0.0
GO:0010596	1.0	0.0
GO:0010604	61.0	12.0
GO:0010605	47.0	5.0
GO:0010608	35.0	6.0
GO:0010611	1.0	0.0
GO:0010613	1.0	0.0
GO:0010623	5.0	1.0
GO:0010628	36.0	6.0
GO:0010629	30.0	3.0
GO:0010631	9.0	2.0
GO:0010632	2.0	0.0
GO:0010633	2.0	0.0
GO:0010638	11.0	2.0
GO:0010639	4.0	1.0
GO:0010646	65.0	21.0
GO:0010647	27.0	7.0
GO:0010648	29.0	9.0
GO:0010649	3.0	1.0
GO:0010650	3.0	1.0
GO:0010660	1.0	0.0
GO:0010661	1.0	0.0
GO:0010669	2.0	0.0
GO:0010675	5.0	1.0
GO:0010676	2.0	0.0
GO:0010712	0.0	1.0
GO:0010714	0.0	1.0
GO:0010717	1.0	0.0
GO:0010720	13.0	1.0
GO:0010721	7.0	0.0
GO:0010737	1.0	0.0
GO:0010738	0.0	1.0
GO:0010755	1.0	0.0
GO:0010756	1.0	0.0
GO:0010765	3.0	1.0
GO:0010769	4.0	0.0
GO:0010770	1.0	0.0
GO:0010771	1.0	0.0
GO:0010803	1.0	0.0
GO:0010810	4.0	1.0
GO:0010811	2.0	0.0
GO:0010817	5.0	1.0
GO:0010821	4.0	1.0
GO:0010822	2.0	0.0
GO:0010823	1.0	1.0
GO:0010830	3.0	1.0
GO:0010833	2.0	0.0
GO:0010845	1.0	0.0
GO:0010894	2.0	0.0
GO:0010906	4.0	1.0
GO:0010907	2.0	0.0
GO:0010911	1.0	0.0
GO:0010912	1.0	0.0
GO:0010921	2.0	0.0
GO:0010923	2.0	0.0
GO:0010927	9.0	2.0
GO:0010939	1.0	0.0
GO:0010941	40.0	8.0
GO:0010942	16.0	1.0
GO:0010948	7.0	0.0
GO:0010950	5.0	0.0
GO:0010951	9.0	1.0
GO:0010952	5.0	0.0
GO:0010954	2.0	1.0
GO:0010955	10.0	1.0
GO:0010959	5.0	2.0
GO:0010960	3.0	1.0
GO:0010969	0.0	1.0
GO:0010970	2.0	0.0
GO:0010972	1.0	0.0
GO:0010975	6.0	1.0
GO:0010976	2.0	0.0
GO:0010977	1.0	0.0
GO:0010997	1.0	0.0
GO:0012501	19.0	5.0
GO:0012505	2.0	0.0
GO:0012506	6.0	4.0
GO:0012507	2.0	0.0
GO:0012511	1.0	0.0
GO:0014002	1.0	0.0
GO:0014003	2.0	0.0
GO:0014013	2.0	0.0
GO:0014015	2.0	0.0
GO:0014019	0.0	1.0
GO:0014028	1.0	0.0
GO:0014029	0.0	1.0
GO:0014031	0.0	1.0
GO:0014032	0.0	1.0
GO:0014041	1.0	0.0
GO:0014043	1.0	0.0
GO:0014065	1.0	0.0
GO:0014069	2.0	1.0
GO:0014070	18.0	1.0
GO:0014074	2.0	0.0
GO:0014704	3.0	1.0
GO:0014706	8.0	0.0
GO:0014731	3.0	1.0
GO:0014742	1.0	0.0
GO:0014743	1.0	0.0
GO:0014812	0.0	1.0
GO:0014823	1.0	0.0
GO:0014854	2.0	0.0
GO:0014870	2.0	0.0
GO:0014896	1.0	0.0
GO:0014897	1.0	0.0
GO:0014902	0.0	1.0
GO:0014904	0.0	1.0
GO:0014909	0.0	1.0
GO:0014910	0.0	1.0
GO:0015002	2.0	0.0
GO:0015030	2.0	0.0
GO:0015031	26.0	10.0
GO:0015035	4.0	0.0
GO:0015036	4.0	0.0
GO:0015074	3.0	2.0
GO:0015075	31.0	6.0
GO:0015077	18.0	4.0
GO:0015078	8.0	2.0
GO:0015079	4.0	0.0
GO:0015081	3.0	1.0
GO:0015085	4.0	0.0
GO:0015101	4.0	1.0
GO:0015103	6.0	1.0
GO:0015106	2.0	0.0
GO:0015108	3.0	1.0
GO:0015116	1.0	0.0
GO:0015144	1.0	2.0
GO:0015145	0.0	1.0
GO:0015149	0.0	1.0
GO:0015151	1.0	0.0
GO:0015154	1.0	0.0
GO:0015157	1.0	0.0
GO:0015171	4.0	0.0
GO:0015173	1.0	0.0
GO:0015174	1.0	0.0
GO:0015175	1.0	0.0
GO:0015179	1.0	0.0
GO:0015199	1.0	0.0
GO:0015203	1.0	0.0
GO:0015211	1.0	0.0
GO:0015215	2.0	0.0
GO:0015216	1.0	0.0
GO:0015217	1.0	0.0
GO:0015230	1.0	0.0
GO:0015232	1.0	0.0
GO:0015238	3.0	0.0
GO:0015245	0.0	1.0
GO:0015250	1.0	0.0
GO:0015267	12.0	3.0
GO:0015269	1.0	0.0
GO:0015271	2.0	0.0
GO:0015276	4.0	1.0
GO:0015277	1.0	1.0
GO:0015278	2.0	0.0
GO:0015291	13.0	3.0
GO:0015293	3.0	3.0
GO:0015294	3.0	2.0
GO:0015295	1.0	0.0
GO:0015296	2.0	1.0
GO:0015297	10.0	0.0
GO:0015301	3.0	0.0
GO:0015370	0.0	1.0
GO:0015377	1.0	1.0
GO:0015399	11.0	2.0
GO:0015405	11.0	2.0
GO:0015417	1.0	0.0
GO:0015450	1.0	0.0
GO:0015459	1.0	1.0
GO:0015489	1.0	0.0
GO:0015574	1.0	0.0
GO:0015594	1.0	0.0
GO:0015595	1.0	0.0
GO:0015605	2.0	0.0
GO:0015606	1.0	0.0
GO:0015629	4.0	0.0
GO:0015630	2.0	0.0
GO:0015631	9.0	2.0
GO:0015645	1.0	0.0
GO:0015651	2.0	0.0
GO:0015652	1.0	0.0
GO:0015653	1.0	0.0
GO:0015662	5.0	0.0
GO:0015672	16.0	5.0
GO:0015682	0.0	1.0
GO:0015696	3.0	1.0
GO:0015698	6.0	1.0
GO:0015701	2.0	0.0
GO:0015711	10.0	1.0
GO:0015718	3.0	1.0
GO:0015749	0.0	1.0
GO:0015766	1.0	0.0
GO:0015771	1.0	0.0
GO:0015772	1.0	0.0
GO:0015774	1.0	0.0
GO:0015801	1.0	0.0
GO:0015803	1.0	0.0
GO:0015804	1.0	0.0
GO:0015807	1.0	0.0
GO:0015820	1.0	0.0
GO:0015827	1.0	0.0
GO:0015844	1.0	0.0
GO:0015849	9.0	1.0
GO:0015850	2.0	0.0
GO:0015858	1.0	0.0
GO:0015871	1.0	0.0
GO:0015872	1.0	0.0
GO:0015874	1.0	0.0
GO:0015884	1.0	0.0
GO:0015886	1.0	0.0
GO:0015893	3.0	0.0
GO:0015908	3.0	1.0
GO:0015909	2.0	1.0
GO:0015920	1.0	0.0
GO:0015923	2.0	0.0
GO:0015926	2.0	0.0
GO:0015931	10.0	0.0
GO:0015932	4.0	0.0
GO:0015934	21.0	1.0
GO:0015935	11.0	1.0
GO:0015936	7.0	0.0
GO:0015937	7.0	0.0
GO:0015939	1.0	0.0
GO:0015941	1.0	0.0
GO:0015942	1.0	0.0
GO:0015976	3.0	0.0
GO:0015980	8.0	0.0
GO:0015985	3.0	1.0
GO:0015986	3.0	1.0
GO:0015988	1.0	2.0
GO:0015991	1.0	2.0
GO:0015992	5.0	2.0
GO:0015994	1.0	0.0
GO:0015996	1.0	0.0
GO:0016010	2.0	0.0
GO:0016011	1.0	0.0
GO:0016020	198.0	43.0
GO:0016021	141.0	38.0
GO:0016023	11.0	4.0
GO:0016024	1.0	0.0
GO:0016028	1.0	0.0
GO:0016029	1.0	0.0
GO:0016032	7.0	1.0
GO:0016042	16.0	1.0
GO:0016043	169.0	33.0
GO:0016049	2.0	1.0
GO:0016050	4.0	3.0
GO:0016051	18.0	1.0
GO:0016052	29.0	5.0
GO:0016053	37.0	3.0
GO:0016054	23.0	1.0
GO:0016055	5.0	2.0
GO:0016059	1.0	0.0
GO:0016060	1.0	0.0
GO:0016062	1.0	0.0
GO:0016070	106.0	24.0
GO:0016071	23.0	6.0
GO:0016072	14.0	1.0
GO:0016073	1.0	0.0
GO:0016074	1.0	0.0
GO:0016075	1.0	1.0
GO:0016080	1.0	0.0
GO:0016081	1.0	0.0
GO:0016101	1.0	0.0
GO:0016114	1.0	0.0
GO:0016125	6.0	0.0
GO:0016126	2.0	0.0
GO:0016149	2.0	0.0
GO:0016155	1.0	0.0
GO:0016157	1.0	0.0
GO:0016160	0.0	1.0
GO:0016180	1.0	0.0
GO:0016192	25.0	8.0
GO:0016197	6.0	1.0
GO:0016198	2.0	0.0
GO:0016199	2.0	0.0
GO:0016202	3.0	2.0
GO:0016203	8.0	1.0
GO:0016209	13.0	3.0
GO:0016211	1.0	0.0
GO:0016215	1.0	0.0
GO:0016226	2.0	0.0
GO:0016229	4.0	0.0
GO:0016234	3.0	1.0
GO:0016241	0.0	1.0
GO:0016246	1.0	1.0
GO:0016247	1.0	1.0
GO:0016248	0.0	1.0
GO:0016265	19.0	5.0
GO:0016266	1.0	1.0
GO:0016272	2.0	0.0
GO:0016278	4.0	0.0
GO:0016279	4.0	0.0
GO:0016289	1.0	0.0
GO:0016298	7.0	1.0
GO:0016301	45.0	17.0
GO:0016310	21.0	8.0
GO:0016311	4.0	3.0
GO:0016318	0.0	1.0
GO:0016319	1.0	0.0
GO:0016321	1.0	0.0
GO:0016322	2.0	0.0
GO:0016323	14.0	1.0
GO:0016324	7.0	1.0
GO:0016325	1.0	0.0
GO:0016327	1.0	0.0
GO:0016328	6.0	0.0
GO:0016330	1.0	0.0
GO:0016331	6.0	0.0
GO:0016334	1.0	0.0
GO:0016337	1.0	0.0
GO:0016339	1.0	0.0
GO:0016340	1.0	0.0
GO:0016360	1.0	0.0
GO:0016363	2.0	0.0
GO:0016405	3.0	0.0
GO:0016407	7.0	0.0
GO:0016408	1.0	0.0
GO:0016409	0.0	1.0
GO:0016410	4.0	0.0
GO:0016417	3.0	1.0
GO:0016418	2.0	0.0
GO:0016421	4.0	0.0
GO:0016426	1.0	0.0
GO:0016429	1.0	0.0
GO:0016433	1.0	0.0
GO:0016441	1.0	1.0
GO:0016442	1.0	1.0
GO:0016444	0.0	1.0
GO:0016445	1.0	1.0
GO:0016446	1.0	1.0
GO:0016447	0.0	1.0
GO:0016458	3.0	1.0
GO:0016459	18.0	2.0
GO:0016460	9.0	0.0
GO:0016462	73.0	13.0
GO:0016465	1.0	0.0
GO:0016469	2.0	1.0
GO:0016471	0.0	1.0
GO:0016477	16.0	5.0
GO:0016482	23.0	5.0
GO:0016485	6.0	7.0
GO:0016486	0.0	1.0
GO:0016491	80.0	12.0
GO:0016500	1.0	0.0
GO:0016504	1.0	0.0
GO:0016508	1.0	0.0
GO:0016525	1.0	0.0
GO:0016529	5.0	1.0
GO:0016540	1.0	0.0
GO:0016567	14.0	5.0
GO:0016568	14.0	0.0
GO:0016569	11.0	0.0
GO:0016570	11.0	0.0
GO:0016571	5.0	0.0
GO:0016573	4.0	0.0
GO:0016574	1.0	0.0
GO:0016575	2.0	0.0
GO:0016579	3.0	1.0
GO:0016586	1.0	0.0
GO:0016597	7.0	0.0
GO:0016602	1.0	0.0
GO:0016603	0.0	1.0
GO:0016604	13.0	2.0
GO:0016605	1.0	2.0
GO:0016607	8.0	1.0
GO:0016614	18.0	1.0
GO:0016616	16.0	0.0
GO:0016620	7.0	2.0
GO:0016624	2.0	0.0
GO:0016627	9.0	0.0
GO:0016628	1.0	0.0
GO:0016634	2.0	0.0
GO:0016635	1.0	0.0
GO:0016638	5.0	0.0
GO:0016639	3.0	0.0
GO:0016642	2.0	0.0
GO:0016645	3.0	0.0
GO:0016646	1.0	0.0
GO:0016647	1.0	0.0
GO:0016651	7.0	0.0
GO:0016655	1.0	0.0
GO:0016667	9.0	0.0
GO:0016668	5.0	0.0
GO:0016670	1.0	0.0
GO:0016671	3.0	0.0
GO:0016675	2.0	0.0
GO:0016676	2.0	0.0
GO:0016679	2.0	0.0
GO:0016681	2.0	0.0
GO:0016684	12.0	3.0
GO:0016701	2.0	0.0
GO:0016703	1.0	0.0
GO:0016705	10.0	4.0
GO:0016706	1.0	0.0
GO:0016708	2.0	0.0
GO:0016709	3.0	0.0
GO:0016712	0.0	2.0
GO:0016717	2.0	0.0
GO:0016722	1.0	2.0
GO:0016723	0.0	1.0
GO:0016724	1.0	1.0
GO:0016725	4.0	0.0
GO:0016726	2.0	0.0
GO:0016727	1.0	0.0
GO:0016728	1.0	0.0
GO:0016740	172.0	36.0
GO:0016741	27.0	3.0
GO:0016742	4.0	0.0
GO:0016743	4.0	0.0
GO:0016746	22.0	3.0
GO:0016747	17.0	2.0
GO:0016748	1.0	0.0
GO:0016751	1.0	0.0
GO:0016755	0.0	1.0
GO:0016757	21.0	3.0
GO:0016758	10.0	2.0
GO:0016763	2.0	1.0
GO:0016765	5.0	2.0
GO:0016769	3.0	0.0
GO:0016772	73.0	22.0
GO:0016773	34.0	11.0
GO:0016774	2.0	2.0
GO:0016775	5.0	3.0
GO:0016776	3.0	0.0
GO:0016779	26.0	5.0
GO:0016780	2.0	0.0
GO:0016782	3.0	0.0
GO:0016783	2.0	0.0
GO:0016787	187.0	54.0
GO:0016788	50.0	9.0
GO:0016790	2.0	1.0
GO:0016791	9.0	3.0
GO:0016796	5.0	1.0
GO:0016798	15.0	1.0
GO:0016799	2.0	0.0
GO:0016801	2.0	0.0
GO:0016802	2.0	0.0
GO:0016805	1.0	0.0
GO:0016810	17.0	1.0
GO:0016811	8.0	1.0
GO:0016812	5.0	0.0
GO:0016813	2.0	0.0
GO:0016814	2.0	0.0
GO:0016817	73.0	13.0
GO:0016818	73.0	13.0
GO:0016820	9.0	2.0
GO:0016829	28.0	5.0
GO:0016830	8.0	3.0
GO:0016831	2.0	1.0
GO:0016832	3.0	2.0
GO:0016833	1.0	0.0
GO:0016835	13.0	0.0
GO:0016836	11.0	0.0
GO:0016840	1.0	0.0
GO:0016841	1.0	0.0
GO:0016846	1.0	0.0
GO:0016848	2.0	1.0
GO:0016853	16.0	3.0
GO:0016854	3.0	0.0
GO:0016855	1.0	0.0
GO:0016856	1.0	0.0
GO:0016857	1.0	0.0
GO:0016859	2.0	1.0
GO:0016860	3.0	1.0
GO:0016861	2.0	1.0
GO:0016863	1.0	0.0
GO:0016866	4.0	1.0
GO:0016867	2.0	0.0
GO:0016868	1.0	0.0
GO:0016874	37.0	2.0
GO:0016875	11.0	2.0
GO:0016876	11.0	2.0
GO:0016877	4.0	0.0
GO:0016878	4.0	0.0
GO:0016879	11.0	0.0
GO:0016880	1.0	0.0
GO:0016881	2.0	0.0
GO:0016884	6.0	0.0
GO:0016885	5.0	0.0
GO:0016886	7.0	0.0
GO:0016887	45.0	7.0
GO:0016888	0.0	1.0
GO:0016891	1.0	1.0
GO:0016893	1.0	1.0
GO:0016895	1.0	0.0
GO:0016896	4.0	1.0
GO:0016903	10.0	2.0
GO:0016917	1.0	0.0
GO:0016925	0.0	1.0
GO:0016926	0.0	1.0
GO:0016929	0.0	1.0
GO:0016979	1.0	0.0
GO:0016984	0.0	1.0
GO:0016985	2.0	0.0
GO:0016987	2.0	0.0
GO:0016992	1.0	0.0
GO:0016998	3.0	0.0
GO:0016999	2.0	0.0
GO:0017000	1.0	0.0
GO:0017003	1.0	0.0
GO:0017004	2.0	0.0
GO:0017006	1.0	0.0
GO:0017015	1.0	0.0
GO:0017016	3.0	0.0
GO:0017017	0.0	1.0
GO:0017025	1.0	1.0
GO:0017038	4.0	0.0
GO:0017048	2.0	0.0
GO:0017053	2.0	0.0
GO:0017056	2.0	0.0
GO:0017069	1.0	0.0
GO:0017070	1.0	0.0
GO:0017076	188.0	32.0
GO:0017087	1.0	0.0
GO:0017101	1.0	1.0
GO:0017102	1.0	0.0
GO:0017111	69.0	13.0
GO:0017112	1.0	0.0
GO:0017124	3.0	1.0
GO:0017126	1.0	0.0
GO:0017137	1.0	0.0
GO:0017144	2.0	0.0
GO:0017145	2.0	1.0
GO:0017148	7.0	0.0
GO:0017150	1.0	0.0
GO:0017151	1.0	0.0
GO:0017157	3.0	1.0
GO:0017158	2.0	0.0
GO:0017166	1.0	0.0
GO:0017169	1.0	0.0
GO:0017171	16.0	12.0
GO:0017176	1.0	0.0
GO:0017186	0.0	1.0
GO:0018022	3.0	0.0
GO:0018024	4.0	0.0
GO:0018027	1.0	0.0
GO:0018063	1.0	0.0
GO:0018065	1.0	0.0
GO:0018105	7.0	2.0
GO:0018107	4.0	1.0
GO:0018108	1.0	1.0
GO:0018130	98.0	20.0
GO:0018158	0.0	1.0
GO:0018189	1.0	0.0
GO:0018193	15.0	4.0
GO:0018199	0.0	1.0
GO:0018205	7.0	0.0
GO:0018209	7.0	2.0
GO:0018210	4.0	1.0
GO:0018212	2.0	1.0
GO:0018298	1.0	0.0
GO:0018345	0.0	1.0
GO:0018364	1.0	0.0
GO:0018393	4.0	0.0
GO:0018394	4.0	0.0
GO:0018580	1.0	0.0
GO:0018628	2.0	0.0
GO:0018741	2.0	0.0
GO:0018833	2.0	1.0
GO:0018904	1.0	0.0
GO:0018909	2.0	0.0
GO:0018958	1.0	0.0
GO:0018963	2.0	0.0
GO:0018966	0.0	1.0
GO:0018990	1.0	0.0
GO:0018992	2.0	0.0
GO:0018993	2.0	0.0
GO:0019001	24.0	4.0
GO:0019003	1.0	0.0
GO:0019005	2.0	0.0
GO:0019012	2.0	0.0
GO:0019013	1.0	0.0
GO:0019043	1.0	0.0
GO:0019048	4.0	0.0
GO:0019049	1.0	0.0
GO:0019054	3.0	0.0
GO:0019056	1.0	0.0
GO:0019057	2.0	0.0
GO:0019079	1.0	1.0
GO:0019082	1.0	0.0
GO:0019094	1.0	0.0
GO:0019098	2.0	0.0
GO:0019099	2.0	0.0
GO:0019101	2.0	0.0
GO:0019104	2.0	0.0
GO:0019134	1.0	0.0
GO:0019136	0.0	1.0
GO:0019184	0.0	1.0
GO:0019199	1.0	0.0
GO:0019200	5.0	0.0
GO:0019202	3.0	0.0
GO:0019203	3.0	0.0
GO:0019205	3.0	2.0
GO:0019206	0.0	2.0
GO:0019207	2.0	0.0
GO:0019209	1.0	0.0
GO:0019213	1.0	0.0
GO:0019216	2.0	0.0
GO:0019218	2.0	0.0
GO:0019219	94.0	22.0
GO:0019220	27.0	4.0
GO:0019221	2.0	0.0
GO:0019222	165.0	39.0
GO:0019228	4.0	0.0
GO:0019238	2.0	0.0
GO:0019240	1.0	0.0
GO:0019253	0.0	1.0
GO:0019254	1.0	0.0
GO:0019264	1.0	0.0
GO:0019288	2.0	0.0
GO:0019310	1.0	0.0
GO:0019318	10.0	3.0
GO:0019319	6.0	0.0
GO:0019320	0.0	1.0
GO:0019343	2.0	0.0
GO:0019344	2.0	0.0
GO:0019346	2.0	0.0
GO:0019359	1.0	0.0
GO:0019362	1.0	0.0
GO:0019363	1.0	0.0
GO:0019369	0.0	1.0
GO:0019371	0.0	1.0
GO:0019374	1.0	0.0
GO:0019376	1.0	0.0
GO:0019377	3.0	0.0
GO:0019388	0.0	1.0
GO:0019395	7.0	0.0
GO:0019430	1.0	0.0
GO:0019438	91.0	20.0
GO:0019439	20.0	4.0
GO:0019441	0.0	1.0
GO:0019464	2.0	0.0
GO:0019474	1.0	0.0
GO:0019477	1.0	0.0
GO:0019510	2.0	0.0
GO:0019531	1.0	0.0
GO:0019532	1.0	0.0
GO:0019538	198.0	56.0
GO:0019551	1.0	0.0
GO:0019627	5.0	0.0
GO:0019637	50.0	8.0
GO:0019646	1.0	0.0
GO:0019673	1.0	0.0
GO:0019674	1.0	0.0
GO:0019682	2.0	0.0
GO:0019685	0.0	1.0
GO:0019692	1.0	1.0
GO:0019693	22.0	3.0
GO:0019706	0.0	1.0
GO:0019707	0.0	1.0
GO:0019725	17.0	8.0
GO:0019730	2.0	1.0
GO:0019748	1.0	0.0
GO:0019751	1.0	0.0
GO:0019752	110.0	12.0
GO:0019773	1.0	0.0
GO:0019783	1.0	2.0
GO:0019787	14.0	3.0
GO:0019788	3.0	0.0
GO:0019789	0.0	1.0
GO:0019827	7.0	1.0
GO:0019829	9.0	2.0
GO:0019838	4.0	1.0
GO:0019842	4.0	0.0
GO:0019843	26.0	2.0
GO:0019852	1.0	0.0
GO:0019853	1.0	0.0
GO:0019856	4.0	0.0
GO:0019863	1.0	0.0
GO:0019865	1.0	0.0
GO:0019866	16.0	2.0
GO:0019867	8.0	0.0
GO:0019870	0.0	1.0
GO:0019877	3.0	0.0
GO:0019882	2.0	1.0
GO:0019883	0.0	1.0
GO:0019884	1.0	0.0
GO:0019885	0.0	1.0
GO:0019886	1.0	0.0
GO:0019887	2.0	0.0
GO:0019897	2.0	0.0
GO:0019898	4.0	0.0
GO:0019899	35.0	4.0
GO:0019900	15.0	1.0
GO:0019901	13.0	1.0
GO:0019902	1.0	0.0
GO:0019903	1.0	0.0
GO:0019904	12.0	2.0
GO:0019932	1.0	0.0
GO:0019933	1.0	0.0
GO:0019935	1.0	0.0
GO:0019941	14.0	5.0
GO:0019954	1.0	0.0
GO:0019985	1.0	0.0
GO:0019991	2.0	0.0
GO:0020012	3.0	0.0
GO:0020037	16.0	3.0
GO:0021539	1.0	0.0
GO:0021551	1.0	0.0
GO:0021556	1.0	1.0
GO:0021587	2.0	0.0
GO:0021602	1.0	0.0
GO:0021610	1.0	0.0
GO:0021675	1.0	0.0
GO:0021682	2.0	0.0
GO:0021700	8.0	1.0
GO:0021754	1.0	0.0
GO:0021766	3.0	0.0
GO:0021782	3.0	0.0
GO:0021785	1.0	0.0
GO:0021854	1.0	0.0
GO:0021954	1.0	0.0
GO:0021987	1.0	0.0
GO:0022008	2.0	0.0
GO:0022011	1.0	0.0
GO:0022400	1.0	0.0
GO:0022401	1.0	0.0
GO:0022402	43.0	6.0
GO:0022404	1.0	0.0
GO:0022406	1.0	0.0
GO:0022407	7.0	1.0
GO:0022408	2.0	0.0
GO:0022409	3.0	1.0
GO:0022410	1.0	0.0
GO:0022411	5.0	1.0
GO:0022412	27.0	7.0
GO:0022413	1.0	0.0
GO:0022414	49.0	6.0
GO:0022416	3.0	0.0
GO:0022417	1.0	0.0
GO:0022600	1.0	1.0
GO:0022602	4.0	1.0
GO:0022603	29.0	3.0
GO:0022604	12.0	1.0
GO:0022607	83.0	11.0
GO:0022610	11.0	2.0
GO:0022612	1.0	1.0
GO:0022613	6.0	0.0
GO:0022616	4.0	0.0
GO:0022617	0.0	1.0
GO:0022618	17.0	0.0
GO:0022625	14.0	0.0
GO:0022626	3.0	0.0
GO:0022627	5.0	0.0
GO:0022803	12.0	3.0
GO:0022804	24.0	6.0
GO:0022824	1.0	0.0
GO:0022829	1.0	1.0
GO:0022832	2.0	0.0
GO:0022833	0.0	1.0
GO:0022834	4.0	1.0
GO:0022835	1.0	0.0
GO:0022836	7.0	2.0
GO:0022838	9.0	2.0
GO:0022839	1.0	0.0
GO:0022843	2.0	0.0
GO:0022851	1.0	0.0
GO:0022857	53.0	9.0
GO:0022884	2.0	0.0
GO:0022890	22.0	4.0
GO:0022891	36.0	7.0
GO:0022892	42.0	10.0
GO:0022898	4.0	1.0
GO:0022900	8.0	0.0
GO:0022904	8.0	0.0
GO:0023014	2.0	1.0
GO:0023021	1.0	0.0
GO:0023035	2.0	0.0
GO:0023051	62.0	19.0
GO:0023052	6.0	2.0
GO:0023056	24.0	6.0
GO:0023057	29.0	9.0
GO:0023058	1.0	0.0
GO:0030001	13.0	5.0
GO:0030003	6.0	7.0
GO:0030004	2.0	2.0
GO:0030008	0.0	1.0
GO:0030011	1.0	0.0
GO:0030016	2.0	0.0
GO:0030017	11.0	1.0
GO:0030018	19.0	1.0
GO:0030023	0.0	5.0
GO:0030027	4.0	1.0
GO:0030029	25.0	2.0
GO:0030030	13.0	2.0
GO:0030031	4.0	1.0
GO:0030036	24.0	2.0
GO:0030048	2.0	0.0
GO:0030049	1.0	0.0
GO:0030050	1.0	0.0
GO:0030054	31.0	5.0
GO:0030055	8.0	0.0
GO:0030056	1.0	0.0
GO:0030057	1.0	0.0
GO:0030062	1.0	0.0
GO:0030091	2.0	0.0
GO:0030097	4.0	0.0
GO:0030100	2.0	1.0
GO:0030111	8.0	1.0
GO:0030117	1.0	1.0
GO:0030119	2.0	0.0
GO:0030120	1.0	1.0
GO:0030127	1.0	1.0
GO:0030131	2.0	0.0
GO:0030133	1.0	1.0
GO:0030134	1.0	1.0
GO:0030135	2.0	1.0
GO:0030136	1.0	0.0
GO:0030139	5.0	1.0
GO:0030141	1.0	1.0
GO:0030145	2.0	0.0
GO:0030148	1.0	0.0
GO:0030149	3.0	0.0
GO:0030150	1.0	0.0
GO:0030151	2.0	0.0
GO:0030154	33.0	10.0
GO:0030155	13.0	3.0
GO:0030162	20.0	3.0
GO:0030163	12.0	4.0
GO:0030165	3.0	0.0
GO:0030170	7.0	0.0
GO:0030174	1.0	0.0
GO:0030175	3.0	1.0
GO:0030176	1.0	0.0
GO:0030177	7.0	1.0
GO:0030182	2.0	1.0
GO:0030193	0.0	3.0
GO:0030195	0.0	3.0
GO:0030198	3.0	1.0
GO:0030203	10.0	0.0
GO:0030212	2.0	0.0
GO:0030216	1.0	1.0
GO:0030234	30.0	9.0
GO:0030237	2.0	0.0
GO:0030238	1.0	0.0
GO:0030239	7.0	1.0
GO:0030240	1.0	0.0
GO:0030241	4.0	1.0
GO:0030243	2.0	0.0
GO:0030244	1.0	0.0
GO:0030245	1.0	0.0
GO:0030246	6.0	1.0
GO:0030247	4.0	0.0
GO:0030248	1.0	0.0
GO:0030258	7.0	1.0
GO:0030260	1.0	0.0
GO:0030261	17.0	2.0
GO:0030263	1.0	0.0
GO:0030276	1.0	0.0
GO:0030277	1.0	0.0
GO:0030278	0.0	1.0
GO:0030283	1.0	0.0
GO:0030286	1.0	0.0
GO:0030288	3.0	1.0
GO:0030295	1.0	0.0
GO:0030307	3.0	0.0
GO:0030308	1.0	0.0
GO:0030312	8.0	0.0
GO:0030315	3.0	2.0
GO:0030321	1.0	1.0
GO:0030330	0.0	1.0
GO:0030331	1.0	0.0
GO:0030332	3.0	0.0
GO:0030334	6.0	1.0
GO:0030335	1.0	1.0
GO:0030336	5.0	0.0
GO:0030337	1.0	0.0
GO:0030371	3.0	0.0
GO:0030388	0.0	2.0
GO:0030414	19.0	8.0
GO:0030420	4.0	0.0
GO:0030422	1.0	1.0
GO:0030424	9.0	1.0
GO:0030425	8.0	3.0
GO:0030426	1.0	0.0
GO:0030427	1.0	0.0
